from,to,value,for_embedding
201197_at,202962_at,-1.373,1.373
201197_at,203188_at,-1.347,1.347
201197_at,203208_s_at,0.994,849.86
201197_at,203214_x_at,-1.457,849.86
201197_at,203265_s_at,-1.347,1.347
201197_at,203266_s_at,-1.346,1.346
201197_at,203358_s_at,-1.369,1.369
201197_at,203362_s_at,3.135,849.86
201197_at,203405_at,-1.502,1.502
201197_at,203439_s_at,-1.213,1.213
201197_at,203554_x_at,-1.15,1.15
201201_at,201202_at,-0.618,0.618
201201_at,201236_s_at,0.733,0.733
201201_at,201266_at,-1.073,1.073
201201_at,201292_at,-0.729,0.729
201201_at,201342_at,1.747,849.86
201201_at,201395_at,0.967,0.967
201201_at,201397_at,-0.727,0.727
201201_at,201479_at,1.349,849.86
201201_at,201584_s_at,1.349,849.86
201201_at,201790_s_at,-0.729,0.729
201201_at,201978_s_at,0.405,0.405
201201_at,202095_s_at,-0.729,0.729
201201_at,202107_s_at,-0.618,0.618
201201_at,202109_at,-1.578,1.578
201201_at,202117_at,-3.198,3.198
201201_at,202270_at,1.962,1.962
201201_at,202307_s_at,-2.29,2.29
201201_at,202370_s_at,-1.232,1.232
201201_at,202580_x_at,-0.727,0.727
201201_at,202613_at,1.049,849.86
201201_at,202666_s_at,1.861,849.86
201201_at,202858_at,-1.578,1.578
201201_at,202954_at,-0.905,0.905
201201_at,203066_at,0.405,0.405
201201_at,203130_s_at,0.405,0.405
201201_at,203208_s_at,-1.15,1.15
201201_at,203266_s_at,-1.578,1.578
201201_at,203276_at,-1.749,1.749
201201_at,203347_s_at,0.405,0.405
201201_at,203362_s_at,0.73,0.73
201201_at,203405_at,-0.905,0.905
201201_at,203432_at,2.329,849.86
201202_at,201263_at,-0.524,0.524
201202_at,201327_s_at,-0.729,0.729
201202_at,201663_s_at,1.385,1.385
201202_at,201664_at,-2.267,2.267
201202_at,201770_at,-0.524,0.524
201202_at,201890_at,0.295,849.86
201202_at,201896_s_at,0.73,0.73
201202_at,201897_s_at,-0.687,0.687
201202_at,201930_at,-0.524,0.524
201202_at,201970_s_at,0.295,849.86
201202_at,202095_s_at,0.654,849.86
201202_at,202117_at,1.168,1.168
201202_at,202233_s_at,-0.524,0.524
201202_at,202690_s_at,-0.6,0.6
201202_at,202854_at,-0.524,0.524
201202_at,203213_at,0.654,849.86
201202_at,203418_at,-0.524,0.524
201202_at,203422_at,0.361,849.86
201202_at,203432_at,-0.729,0.729
201202_at,203484_at,0.361,849.86
201202_at,203554_x_at,-0.618,0.618
201236_s_at,201263_at,-1.339,1.339
201236_s_at,201266_at,-1.705,1.705
201236_s_at,201281_at,1.892,1.892
201236_s_at,201291_s_at,-0.807,0.807
201236_s_at,201342_at,0.733,0.733
201236_s_at,201384_s_at,-0.835,0.835
201236_s_at,201397_at,1.7,1.7
201236_s_at,201455_s_at,3.135,3.135
201236_s_at,201557_at,2.603,2.603
201236_s_at,201663_s_at,2.996,2.996
201236_s_at,201664_at,-3.13,3.13
201236_s_at,201770_at,-1.486,1.486
201236_s_at,201896_s_at,-1.705,1.705
201236_s_at,201897_s_at,-1.884,1.884
201236_s_at,201930_at,1.047,1.047
201236_s_at,201977_s_at,-1.356,1.356
201236_s_at,202011_at,1.308,1.308
201236_s_at,202105_at,-1.356,1.356
201236_s_at,202117_at,1.412,1.412
201236_s_at,202174_s_at,-3.05,3.05
201236_s_at,202233_s_at,1.346,1.346
201236_s_at,202270_at,0.595,0.595
201236_s_at,202307_s_at,-0.933,0.933
201236_s_at,202370_s_at,1.557,1.557
201236_s_at,202580_x_at,1.375,1.375
201236_s_at,202589_at,1.7,849.86
201236_s_at,202590_s_at,1.308,1.308
201236_s_at,202613_at,0.733,0.733
201236_s_at,202690_s_at,-1.884,1.884
201236_s_at,202725_at,-1.227,1.227
201236_s_at,202754_at,-1.705,1.705
201236_s_at,202808_at,-0.835,0.835
201236_s_at,202854_at,-1.486,1.486
201236_s_at,202858_at,-1.099,1.099
201236_s_at,202962_at,-2.257,2.257
201236_s_at,203046_s_at,-1.705,1.705
201236_s_at,203126_at,-0.807,0.807
201236_s_at,203145_at,-0.807,0.807
201236_s_at,203187_at,3.135,3.135
201236_s_at,203208_s_at,-1.369,1.369
201236_s_at,203214_x_at,-1.369,1.369
201236_s_at,203266_s_at,-1.099,1.099
201236_s_at,203276_at,-1.705,1.705
201236_s_at,203345_s_at,-1.705,1.705
201236_s_at,203358_s_at,1.7,849.86
201236_s_at,203380_x_at,1.892,1.892
201236_s_at,203418_at,1.346,1.346
201236_s_at,203432_at,0.733,0.733
201236_s_at,203438_at,1.766,1.766
201236_s_at,203439_s_at,-0.712,0.712
201236_s_at,203463_s_at,-0.807,0.807
201236_s_at,203594_at,-1.705,1.705
201263_at,201292_at,-0.524,0.524
201263_at,201397_at,-1.313,1.313
201263_at,201591_s_at,2.319,2.319
201263_at,201663_s_at,-4.267,4.267
201263_at,201664_at,3.566,3.566
201263_at,201710_at,-0.524,0.524
201263_at,201755_at,-0.524,0.524
201263_at,201770_at,3.92,849.86
201263_at,201790_s_at,-0.524,0.524
201263_at,201791_s_at,-0.524,0.524
201263_at,201795_at,-0.524,0.524
201263_at,201833_at,-1.351,1.351
201263_at,201890_at,-0.524,0.524
201263_at,201930_at,2.194,849.86
201263_at,201970_s_at,-0.524,0.524
201263_at,202011_at,-2.537,2.537
201263_at,202095_s_at,-0.524,0.524
201263_at,202105_at,-1.886,1.886
201263_at,202107_s_at,-0.524,0.524
201263_at,202109_at,-1.468,1.468
201263_at,202174_s_at,-1.858,1.858
201263_at,202188_at,-0.524,0.524
201263_at,202233_s_at,1.794,849.86
201263_at,202240_at,-0.524,0.524
201263_at,202276_at,-0.524,0.524
201263_at,202307_s_at,1.889,1.889
201263_at,202487_s_at,-0.524,0.524
201263_at,202503_s_at,-0.524,0.524
201263_at,202589_at,1.047,1.047
201263_at,202779_s_at,-0.524,0.524
201263_at,202854_at,3.92,849.86
201263_at,202870_s_at,-0.524,0.524
201263_at,203022_at,-0.524,0.524
201263_at,203139_at,-0.524,0.524
201263_at,203213_at,-0.524,0.524
201263_at,203287_at,-0.524,0.524
201263_at,203358_s_at,1.346,1.346
201263_at,203418_at,2.194,849.86
201263_at,203422_at,-0.524,0.524
201263_at,203438_at,-1.705,1.705
201263_at,203439_s_at,0.974,0.974
201263_at,203484_at,-0.524,0.524
201263_at,203560_at,-0.524,0.524
201263_at,203625_x_at,-2.047,2.047
201263_at,203696_s_at,-0.524,0.524
201266_at,201281_at,1.003,1.003
201266_at,201384_s_at,1.003,1.003
201266_at,201397_at,-0.867,0.867
201266_at,201508_at,-0.493,0.493
201266_at,201664_at,-3.036,3.036
201266_at,201770_at,-0.963,0.963
201266_at,201795_at,0.73,0.73
201266_at,201896_s_at,3.669,849.86
201266_at,202011_at,1.003,1.003
201266_at,202117_at,-2.12,2.12
201266_at,202174_s_at,1.711,1.711
201266_at,202200_s_at,-1.749,1.749
201266_at,202409_at,-0.493,0.493
201266_at,202580_x_at,-0.867,0.867
201266_at,202589_at,-1.705,1.705
201266_at,202590_s_at,1.003,1.003
201266_at,202613_at,-1.749,1.749
201266_at,202754_at,1.907,849.86
201266_at,202779_s_at,0.73,0.73
201266_at,202808_at,1.003,1.003
201266_at,202815_s_at,1.003,1.003
201266_at,202954_at,-0.867,0.867
201266_at,203022_at,0.73,0.73
201266_at,203046_s_at,2.047,849.86
201266_at,203071_at,-0.493,0.493
201266_at,203249_at,-0.493,0.493
201266_at,203276_at,3.669,849.86
201266_at,203296_s_at,-0.493,0.493
201266_at,203345_s_at,2.047,849.86
201266_at,203358_s_at,-1.705,1.705
201266_at,203380_x_at,1.003,1.003
201266_at,203405_at,-0.867,0.867
201266_at,203554_x_at,-1.073,1.073
201281_at,201384_s_at,0.987,849.86
201281_at,201395_at,-1.204,1.204
201281_at,201455_s_at,1.166,1.166
201281_at,201508_at,-0.462,0.462
201281_at,201663_s_at,3.008,3.008
201281_at,201664_at,-3.666,3.666
201281_at,201685_s_at,-2.217,2.217
201281_at,201694_s_at,-0.462,0.462
201281_at,201770_at,-2.537,2.537
201281_at,201896_s_at,1.003,1.003
201281_at,201977_s_at,-1.831,1.831
201281_at,201978_s_at,-0.462,0.462
201281_at,202088_at,-0.462,0.462
201281_at,202109_at,0.915,0.915
201281_at,202174_s_at,2.184,2.184
201281_at,202270_at,-0.826,0.826
201281_at,202371_at,-0.462,0.462
201281_at,202409_at,-0.462,0.462
201281_at,202589_at,-0.835,0.835
201281_at,202754_at,1.003,1.003
201281_at,202815_s_at,0.987,849.86
201281_at,202858_at,-0.783,0.783
201281_at,202962_at,-3.141,3.141
201281_at,203046_s_at,1.003,1.003
201281_at,203066_at,-0.462,0.462
201281_at,203071_at,-0.462,0.462
201281_at,203130_s_at,-0.462,0.462
201281_at,203187_at,2.855,2.855
201281_at,203223_at,-0.462,0.462
201281_at,203249_at,-0.462,0.462
201281_at,203276_at,1.003,1.003
201281_at,203296_s_at,-0.462,0.462
201281_at,203345_s_at,1.003,1.003
201281_at,203347_s_at,-0.462,0.462
201281_at,203380_x_at,2.511,849.86
201281_at,203439_s_at,-0.713,0.713
201281_at,203594_at,1.003,1.003
201281_at,203625_x_at,1.45,1.45
201291_s_at,201397_at,-0.798,0.798
201291_s_at,201663_s_at,-3.318,3.318
201291_s_at,201664_at,2.074,2.074
201291_s_at,201694_s_at,0.225,0.225
201291_s_at,201761_at,-0.459,0.459
201291_s_at,201833_at,-0.459,0.459
201291_s_at,201897_s_at,0.672,0.672
201291_s_at,202109_at,-0.459,0.459
201291_s_at,202117_at,-0.682,0.682
201291_s_at,202174_s_at,2.165,2.165
201291_s_at,202307_s_at,0.448,0.448
201291_s_at,202409_at,0.45,0.45
201291_s_at,202580_x_at,-0.798,0.798
201291_s_at,202589_at,-0.807,0.807
201291_s_at,202690_s_at,0.672,0.672
201291_s_at,202858_at,-0.459,0.459
201291_s_at,202954_at,-0.798,0.798
201291_s_at,203066_at,0.225,0.225
201291_s_at,203126_at,0.737,849.86
201291_s_at,203145_at,0.686,849.86
201291_s_at,203249_at,0.225,0.225
201291_s_at,203266_s_at,-0.459,0.459
201291_s_at,203358_s_at,-0.807,0.807
201291_s_at,203405_at,-0.798,0.798
201291_s_at,203438_at,-0.273,0.273
201291_s_at,203439_s_at,-0.273,0.273
201291_s_at,203463_s_at,0.737,849.86
201291_s_at,203625_x_at,0.892,0.892
201291_s_at,203693_s_at,-0.459,0.459
201292_at,201663_s_at,1.385,1.385
201292_at,201664_at,-2.267,2.267
201292_at,201770_at,-0.524,0.524
201292_at,201791_s_at,0.295,849.86
201292_at,201930_at,-0.524,0.524
201292_at,202107_s_at,0.654,849.86
201292_at,202117_at,0.804,0.804
201292_at,202233_s_at,-0.524,0.524
201292_at,202487_s_at,0.361,849.86
201292_at,202690_s_at,-0.687,0.687
201292_at,202705_at,-0.618,0.618
201292_at,202854_at,-0.524,0.524
201292_at,203022_at,0.295,849.86
201292_at,203345_s_at,0.73,0.73
201292_at,203418_at,-0.524,0.524
201292_at,203554_x_at,-0.729,0.729
201292_at,203560_at,0.361,849.86
201292_at,203696_s_at,0.654,849.86
201327_s_at,201342_at,1.349,849.86
201327_s_at,201397_at,-0.905,0.905
201327_s_at,201479_at,1.747,849.86
201327_s_at,201584_s_at,1.049,849.86
201327_s_at,201694_s_at,0.405,0.405
201327_s_at,201761_at,-1.578,1.578
201327_s_at,201833_at,-1.578,1.578
201327_s_at,202088_at,0.405,0.405
201327_s_at,202107_s_at,-0.729,0.729
201327_s_at,202117_at,-2.403,2.403
201327_s_at,202200_s_at,1.75,849.86
201327_s_at,202270_at,1.962,1.962
201327_s_at,202276_at,-0.618,0.618
201327_s_at,202307_s_at,-2.29,2.29
201327_s_at,202371_at,0.405,0.405
201327_s_at,202487_s_at,-0.618,0.618
201327_s_at,202580_x_at,-0.905,0.905
201327_s_at,202589_at,0.733,0.733
201327_s_at,202613_at,1.349,849.86
201327_s_at,202666_s_at,1.75,849.86
201327_s_at,202690_s_at,-2.209,2.209
201327_s_at,202705_at,1.747,849.86
201327_s_at,202954_at,-0.727,0.727
201327_s_at,202962_at,0.967,0.967
201327_s_at,203046_s_at,-1.749,1.749
201327_s_at,203213_at,-0.618,0.618
201327_s_at,203214_x_at,0.73,0.73
201327_s_at,203223_at,0.405,0.405
201327_s_at,203358_s_at,0.733,0.733
201327_s_at,203362_s_at,-1.15,1.15
201327_s_at,203405_at,-0.727,0.727
201327_s_at,203428_s_at,1.049,849.86
201327_s_at,203554_x_at,2.329,849.86
201327_s_at,203594_at,-1.073,1.073
201327_s_at,203625_x_at,-1.2,1.2
201327_s_at,203693_s_at,-1.578,1.578
201342_at,201395_at,0.967,0.967
201342_at,201397_at,-0.727,0.727
201342_at,201694_s_at,0.405,0.405
201342_at,201890_at,-0.729,0.729
201342_at,202088_at,0.405,0.405
201342_at,202109_at,-1.578,1.578
201342_at,202117_at,-2.403,2.403
201342_at,202200_s_at,1.349,849.86
201342_at,202270_at,1.962,1.962
201342_at,202307_s_at,-2.29,2.29
201342_at,202338_at,0.73,0.73
201342_at,202371_at,0.405,0.405
201342_at,202503_s_at,-0.618,0.618
201342_at,202580_x_at,-0.727,0.727
201342_at,202613_at,1.75,849.86
201342_at,202690_s_at,-2.209,2.209
201342_at,202858_at,-1.578,1.578
201342_at,202954_at,-0.905,0.905
201342_at,203139_at,-0.729,0.729
201342_at,203223_at,0.405,0.405
201342_at,203266_s_at,-1.578,1.578
201342_at,203276_at,-1.222,1.222
201342_at,203345_s_at,-1.749,1.749
201342_at,203405_at,-0.905,0.905
201342_at,203428_s_at,1.861,849.86
201342_at,203432_at,1.75,849.86
201342_at,203484_at,-0.618,0.618
201342_at,203554_x_at,1.861,849.86
201342_at,203560_at,-0.729,0.729
201342_at,203696_s_at,-0.618,0.618
201384_s_at,201394_s_at,1.166,1.166
201384_s_at,201395_at,-2.25,2.25
201384_s_at,201508_at,-0.462,0.462
201384_s_at,201663_s_at,3.008,3.008
201384_s_at,201664_at,-3.666,3.666
201384_s_at,201685_s_at,2.855,2.855
201384_s_at,201694_s_at,-0.462,0.462
201384_s_at,201761_at,-0.783,0.783
201384_s_at,201896_s_at,1.003,1.003
201384_s_at,201977_s_at,-1.285,1.285
201384_s_at,201978_s_at,-0.462,0.462
201384_s_at,202088_at,-0.462,0.462
201384_s_at,202174_s_at,2.184,2.184
201384_s_at,202270_at,-0.826,0.826
201384_s_at,202371_at,-0.462,0.462
201384_s_at,202409_at,-0.462,0.462
201384_s_at,202589_at,1.308,1.308
201384_s_at,202590_s_at,0.987,849.86
201384_s_at,202754_at,1.003,1.003
201384_s_at,202808_at,2.511,849.86
201384_s_at,202962_at,-1.204,1.204
201384_s_at,203046_s_at,1.003,1.003
201384_s_at,203066_at,-0.462,0.462
201384_s_at,203071_at,-0.462,0.462
201384_s_at,203130_s_at,-0.462,0.462
201384_s_at,203188_at,-1.964,1.964
201384_s_at,203223_at,-0.462,0.462
201384_s_at,203249_at,-0.462,0.462
201384_s_at,203265_s_at,-1.831,1.831
201384_s_at,203276_at,1.003,1.003
201384_s_at,203296_s_at,-0.462,0.462
201384_s_at,203345_s_at,1.003,1.003
201384_s_at,203347_s_at,-0.462,0.462
201384_s_at,203358_s_at,1.892,1.892
201384_s_at,203418_at,-2.537,2.537
201384_s_at,203438_at,-0.713,0.713
201384_s_at,203594_at,1.003,1.003
201394_s_at,201395_at,-5.954,5.954
201394_s_at,201685_s_at,5.023,849.86
201394_s_at,201897_s_at,-2.728,2.728
201394_s_at,201977_s_at,-2.548,2.548
201394_s_at,202174_s_at,-3.914,3.914
201394_s_at,202370_s_at,1.602,1.602
201394_s_at,202580_x_at,-2.109,2.109
201394_s_at,202589_at,2.603,2.603
201394_s_at,202690_s_at,-2.728,2.728
201394_s_at,202725_at,-2.527,2.527
201394_s_at,202808_at,2.855,2.855
201394_s_at,202854_at,2.319,2.319
201394_s_at,202858_at,1.051,1.051
201394_s_at,203265_s_at,-3.026,3.026
201394_s_at,203358_s_at,3.135,3.135
201394_s_at,203380_x_at,-2.217,2.217
201394_s_at,203405_at,0.991,0.991
201394_s_at,203438_at,-0.734,0.734
201394_s_at,203439_s_at,1.685,1.685
201395_at,201397_at,1.966,1.966
201395_at,201591_s_at,-2.484,2.484
201395_at,201685_s_at,-5.954,5.954
201395_at,201897_s_at,1.325,1.325
201395_at,202011_at,-1.587,1.587
201395_at,202174_s_at,-4.342,4.342
201395_at,202270_at,2.422,2.422
201395_at,202307_s_at,-1.769,1.769
201395_at,202338_at,-1.149,1.149
201395_at,202580_x_at,1.861,1.861
201395_at,202589_at,-2.257,2.257
201395_at,202590_s_at,-1.587,1.587
201395_at,202613_at,0.967,0.967
201395_at,202690_s_at,1.325,1.325
201395_at,202808_at,-2.25,2.25
201395_at,202815_s_at,-3.141,3.141
201395_at,203188_at,1.241,1.241
201395_at,203208_s_at,-1.373,1.373
201395_at,203214_x_at,-1.373,1.373
201395_at,203265_s_at,2.114,2.114
201395_at,203358_s_at,-1.901,1.901
201395_at,203362_s_at,-1.149,1.149
201395_at,203380_x_at,-1.204,1.204
201395_at,203405_at,1.244,1.244
201395_at,203432_at,0.967,0.967
201395_at,203438_at,2.26,2.26
201395_at,203439_s_at,-1.711,1.711
201395_at,203625_x_at,-1.865,1.865
201397_at,201455_s_at,0.991,0.991
201397_at,201479_at,-0.905,0.905
201397_at,201584_s_at,-0.905,0.905
201397_at,201591_s_at,-2.109,2.109
201397_at,201663_s_at,3.924,3.924
201397_at,201761_at,1.264,1.264
201397_at,201833_at,1.744,1.744
201397_at,201896_s_at,-0.867,0.867
201397_at,201897_s_at,1.122,1.122
201397_at,201977_s_at,1.204,1.204
201397_at,202105_at,1.204,1.204
201397_at,202109_at,1.771,1.771
201397_at,202117_at,4.016,4.016
201397_at,202174_s_at,-6.449,6.449
201397_at,202200_s_at,-0.905,0.905
201397_at,202270_at,1.953,1.953
201397_at,202338_at,-1.335,1.335
201397_at,202370_s_at,-1.179,1.179
201397_at,202580_x_at,4.079,849.86
201397_at,202613_at,-0.727,0.727
201397_at,202666_s_at,-0.905,0.905
201397_at,202690_s_at,1.122,1.122
201397_at,202705_at,-0.905,0.905
201397_at,202754_at,-0.867,0.867
201397_at,202858_at,2.031,2.031
201397_at,202954_at,3.731,849.86
201397_at,203046_s_at,-0.867,0.867
201397_at,203126_at,-0.798,0.798
201397_at,203145_at,-0.798,0.798
201397_at,203187_at,0.991,0.991
201397_at,203208_s_at,-1.502,1.502
201397_at,203214_x_at,-1.502,1.502
201397_at,203266_s_at,2.031,2.031
201397_at,203276_at,-0.867,0.867
201397_at,203345_s_at,-0.867,0.867
201397_at,203362_s_at,-1.335,1.335
201397_at,203405_at,3.731,849.86
201397_at,203428_s_at,-0.905,0.905
201397_at,203432_at,-0.727,0.727
201397_at,203438_at,0.512,0.512
201397_at,203463_s_at,-0.798,0.798
201397_at,203554_x_at,-0.905,0.905
201397_at,203594_at,-0.867,0.867
201397_at,203625_x_at,-1.482,1.482
201397_at,203693_s_at,1.264,1.264
201455_s_at,201897_s_at,-2.728,2.728
201455_s_at,201930_at,2.319,2.319
201455_s_at,201977_s_at,-3.026,3.026
201455_s_at,202105_at,-3.222,3.222
201455_s_at,202109_at,1.567,1.567
201455_s_at,202174_s_at,-3.914,3.914
201455_s_at,202370_s_at,1.602,1.602
201455_s_at,202690_s_at,-2.728,2.728
201455_s_at,202962_at,-2.484,2.484
201455_s_at,203187_at,5.023,849.86
201455_s_at,203265_s_at,-1.912,1.912
201455_s_at,203380_x_at,2.855,2.855
201455_s_at,203405_at,-2.109,2.109
201455_s_at,203438_at,1.685,1.685
201455_s_at,203439_s_at,-0.734,0.734
201455_s_at,203625_x_at,-1.734,1.734
201479_at,201584_s_at,1.75,849.86
201479_at,201755_at,-0.618,0.618
201479_at,201761_at,-1.578,1.578
201479_at,201791_s_at,-0.729,0.729
201479_at,201833_at,-1.578,1.578
201479_at,201970_s_at,-0.618,0.618
201479_at,201978_s_at,0.405,0.405
201479_at,202117_at,-3.198,3.198
201479_at,202200_s_at,2.329,849.86
201479_at,202240_at,-0.618,0.618
201479_at,202270_at,1.962,1.962
201479_at,202307_s_at,-2.29,2.29
201479_at,202370_s_at,-1.232,1.232
201479_at,202580_x_at,-0.905,0.905
201479_at,202589_at,0.733,0.733
201479_at,202666_s_at,1.049,849.86
201479_at,202705_at,1.049,849.86
201479_at,202954_at,-0.727,0.727
201479_at,202962_at,0.967,0.967
201479_at,203066_at,0.405,0.405
201479_at,203130_s_at,0.405,0.405
201479_at,203287_at,-0.729,0.729
201479_at,203345_s_at,-1.073,1.073
201479_at,203347_s_at,0.405,0.405
201479_at,203358_s_at,0.733,0.733
201479_at,203405_at,-0.727,0.727
201479_at,203422_at,-0.729,0.729
201479_at,203428_s_at,1.747,849.86
201479_at,203432_at,1.861,849.86
201479_at,203554_x_at,1.75,849.86
201479_at,203594_at,-1.222,1.222
201479_at,203625_x_at,-1.2,1.2
201479_at,203693_s_at,-1.578,1.578
201508_at,201663_s_at,-1.197,1.197
201508_at,201664_at,1.229,1.229
201508_at,201694_s_at,0.318,849.86
201508_at,202011_at,-0.462,0.462
201508_at,202117_at,-0.897,0.897
201508_at,202307_s_at,0.407,0.407
201508_at,202370_s_at,-0.788,0.788
201508_at,202409_at,0.258,849.86
201508_at,202590_s_at,-0.462,0.462
201508_at,202705_at,0.405,0.405
201508_at,202808_at,-0.462,0.462
201508_at,202815_s_at,-0.462,0.462
201508_at,203046_s_at,-0.493,0.493
201508_at,203145_at,0.45,0.45
201508_at,203249_at,0.258,849.86
201508_at,203345_s_at,-0.493,0.493
201508_at,203380_x_at,-0.462,0.462
201508_at,203428_s_at,0.405,0.405
201557_at,201761_at,1.051,1.051
201557_at,201897_s_at,-2.728,2.728
201557_at,202011_at,2.855,2.855
201557_at,202174_s_at,-3.914,3.914
201557_at,202233_s_at,2.319,2.319
201557_at,202370_s_at,1.602,1.602
201557_at,202580_x_at,0.991,0.991
201557_at,202590_s_at,1.166,1.166
201557_at,202690_s_at,-2.728,2.728
201557_at,202725_at,-3.222,3.222
201557_at,202808_at,-2.217,2.217
201557_at,202858_at,1.567,1.567
201557_at,202954_at,-2.109,2.109
201557_at,202962_at,-5.954,5.954
201557_at,203188_at,-1.912,1.912
201557_at,203265_s_at,-2.548,2.548
201557_at,203438_at,1.685,1.685
201557_at,203439_s_at,-0.734,0.734
201557_at,203625_x_at,-1.734,1.734
201584_s_at,201761_at,-1.578,1.578
201584_s_at,201795_at,-0.729,0.729
201584_s_at,201833_at,-1.578,1.578
201584_s_at,201890_at,-0.618,0.618
201584_s_at,201896_s_at,-1.222,1.222
201584_s_at,201978_s_at,0.405,0.405
201584_s_at,202117_at,-3.198,3.198
201584_s_at,202200_s_at,1.747,849.86
201584_s_at,202270_at,1.962,1.962
201584_s_at,202307_s_at,-2.29,2.29
201584_s_at,202370_s_at,-1.232,1.232
201584_s_at,202580_x_at,-0.905,0.905
201584_s_at,202589_at,0.733,0.733
201584_s_at,202613_at,1.861,849.86
201584_s_at,202666_s_at,2.329,849.86
201584_s_at,202705_at,1.747,849.86
201584_s_at,202754_at,-1.749,1.749
201584_s_at,202779_s_at,-0.729,0.729
201584_s_at,202954_at,-0.727,0.727
201584_s_at,202962_at,0.967,0.967
201584_s_at,203022_at,-0.729,0.729
201584_s_at,203046_s_at,-1.073,1.073
201584_s_at,203066_at,0.405,0.405
201584_s_at,203130_s_at,0.405,0.405
201584_s_at,203139_at,-0.618,0.618
201584_s_at,203347_s_at,0.405,0.405
201584_s_at,203358_s_at,0.733,0.733
201584_s_at,203405_at,-0.727,0.727
201584_s_at,203428_s_at,2.329,849.86
201584_s_at,203554_x_at,1.75,849.86
201584_s_at,203560_at,-0.618,0.618
201584_s_at,203625_x_at,-1.2,1.2
201584_s_at,203693_s_at,-1.578,1.578
201591_s_at,201761_at,1.567,1.567
201591_s_at,201897_s_at,-2.728,2.728
201591_s_at,201977_s_at,-2.527,2.527
201591_s_at,202011_at,-2.217,2.217
201591_s_at,202105_at,-1.912,1.912
201591_s_at,202174_s_at,-3.914,3.914
201591_s_at,202370_s_at,1.602,1.602
201591_s_at,202589_at,3.135,3.135
201591_s_at,202690_s_at,-2.728,2.728
201591_s_at,202815_s_at,2.855,2.855
201591_s_at,202954_at,0.991,0.991
201591_s_at,203188_at,-3.026,3.026
201591_s_at,203358_s_at,2.603,2.603
201591_s_at,203438_at,-0.734,0.734
201591_s_at,203439_s_at,1.685,1.685
201663_s_at,201664_at,-84.986,84.986
201663_s_at,201694_s_at,-1.197,1.197
201663_s_at,201710_at,1.385,1.385
201663_s_at,201755_at,1.385,1.385
201663_s_at,201761_at,8.731,8.731
201663_s_at,201770_at,-4.267,4.267
201663_s_at,201790_s_at,1.385,1.385
201663_s_at,201791_s_at,1.385,1.385
201663_s_at,201795_at,1.385,1.385
201663_s_at,201833_at,8.731,8.731
201663_s_at,201890_at,1.385,1.385
201663_s_at,201897_s_at,-12.383,12.383
201663_s_at,201930_at,-4.267,4.267
201663_s_at,201970_s_at,1.385,1.385
201663_s_at,201977_s_at,5.299,5.299
201663_s_at,201978_s_at,-1.197,1.197
201663_s_at,202011_at,3.008,3.008
201663_s_at,202088_at,-1.197,1.197
201663_s_at,202095_s_at,1.385,1.385
201663_s_at,202105_at,5.299,5.299
201663_s_at,202107_s_at,1.385,1.385
201663_s_at,202109_at,8.731,8.731
201663_s_at,202174_s_at,-9.453,9.453
201663_s_at,202188_at,1.385,1.385
201663_s_at,202233_s_at,-4.267,4.267
201663_s_at,202240_at,1.385,1.385
201663_s_at,202270_at,-5.806,5.806
201663_s_at,202276_at,1.385,1.385
201663_s_at,202307_s_at,7.472,7.472
201663_s_at,202370_s_at,5.087,5.087
201663_s_at,202371_at,-1.197,1.197
201663_s_at,202409_at,-1.197,1.197
201663_s_at,202487_s_at,1.385,1.385
201663_s_at,202503_s_at,1.385,1.385
201663_s_at,202580_x_at,3.924,3.924
201663_s_at,202589_at,2.996,2.996
201663_s_at,202590_s_at,3.008,3.008
201663_s_at,202690_s_at,-12.383,12.383
201663_s_at,202725_at,5.299,5.299
201663_s_at,202779_s_at,1.385,1.385
201663_s_at,202808_at,3.008,3.008
201663_s_at,202815_s_at,3.008,3.008
201663_s_at,202854_at,-4.267,4.267
201663_s_at,202858_at,8.731,8.731
201663_s_at,202870_s_at,1.385,1.385
201663_s_at,202954_at,3.924,3.924
201663_s_at,203022_at,1.385,1.385
201663_s_at,203066_at,-1.197,1.197
201663_s_at,203071_at,-1.197,1.197
201663_s_at,203126_at,-3.318,3.318
201663_s_at,203130_s_at,-1.197,1.197
201663_s_at,203139_at,1.385,1.385
201663_s_at,203145_at,-3.318,3.318
201663_s_at,203188_at,5.299,5.299
201663_s_at,203213_at,1.385,1.385
201663_s_at,203223_at,-1.197,1.197
201663_s_at,203249_at,-1.197,1.197
201663_s_at,203265_s_at,5.299,5.299
201663_s_at,203266_s_at,8.731,8.731
201663_s_at,203287_at,1.385,1.385
201663_s_at,203296_s_at,-1.197,1.197
201663_s_at,203347_s_at,-1.197,1.197
201663_s_at,203358_s_at,2.996,2.996
201663_s_at,203380_x_at,3.008,3.008
201663_s_at,203405_at,3.924,3.924
201663_s_at,203418_at,-4.267,4.267
201663_s_at,203422_at,1.385,1.385
201663_s_at,203438_at,1.321,1.321
201663_s_at,203439_s_at,1.321,1.321
201663_s_at,203463_s_at,-3.318,3.318
201663_s_at,203484_at,1.385,1.385
201663_s_at,203560_at,1.385,1.385
201663_s_at,203625_x_at,-10.159,10.159
201663_s_at,203693_s_at,8.731,8.731
201663_s_at,203696_s_at,1.385,1.385
201664_at,201694_s_at,1.229,1.229
